Name
CFNE2_CF10_CF003-1_S19_R1_001
CFNE2_CF1_1A-2_S10_R1_001
CFNE2_CF14_CF006-1_S23_R1_001
CFNE2_CF17_CF007-1_S26_R1_001
CFNE2_CF20_CF008-1_S29_R1_001
CFNE2_CF26_CF011-2_S31_R1_001
CFNE2_CF27_CF012-1_S32_R1_001
CFNE2_CF31_CF015-1_S34_R1_001
CFNE2_CF35_CF018-1_S35_R1_001
CFNE2_CF37_CF019-2_S36_R1_001
CFNE2_CF3_9A-2_S12_R1_001
CFNE2_CF39_CF020-2_S37_R1_001
CFNE2_CF40_CF021-1_S38_R1_001
CFNE2_CF4_10A-2_S13_R1_001
CFNE2_CF41_CF022-1_S39_R1_001
CFNE2_CF42_CF023-1_S40_R1_001
CFNE2_CF43_CF024-1_S41_R1_001
CFNE2_CF44_CF025-1_S42_R1_001
CFNE2_CF45_CF026-1_S43_R1_001
CFNE2_CF47_CF029-1_S44_R1_001
CFNE2_CF6_CF028-1_S15_R1_001
CFNE2_CF7_CF001-1_S16_R1_001
CFNE2_CF8_CF002-1_S17_R1_001
CFNE2_N10_N010_S54_R1_001
CFNE2_N11_N011_S55_R1_001
CFNE2_N1_N001_S45_R1_001
CFNE2_N2_N002_S46_R1_001
CFNE2_N3_N003_S47_R1_001
CFNE2_N4_N004_S48_R1_001
CFNE2_N5_N005_S49_R1_001
CFNE2_N6_N006_S50_R1_001
CFNE2_N7_N007_S51_R1_001
CFNE2_N8_N008_S52_R1_001
CFNE2_N9_N009_S53_R1_001
uhrna1_S56_R1_001
uhrna2_S57_R1_001
