"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","sign","gene_name"
"ENSG00000136573",8.72054074350248,5.97261868659231,1.09342643352549,5.46229586505885,4.700158691375e-08,7.78765678190382e-05,"Upregulated","BLK"
"ENSG00000144290",6.77453032143781,5.3450962952569,1.13300105727194,4.71764457848514,2.38590839707516e-06,0.000665126190875544,"Upregulated","SLC4A10"
"ENSG00000108387",6.60407387698697,4.8413429155648,1.42680279414852,3.39314089895233,0.000690960875910916,0.012144263533247,"Upregulated","SEPTIN4"
"ENSG00000260951",8.76842138187012,4.7582607867411,1.54926855541822,3.07129501215276,0.0021313245373308,0.0226852495560111,"Upregulated","AC005100.1"
"ENSG00000225308",6.6308038154976,4.50191515479742,1.30062663345492,3.46134320103745,0.000537487121896829,0.0105316566089241,"Upregulated","ASS1P11"
"ENSG00000265205",7.13196191126305,4.37628184652634,0.891018706538658,4.91154878613816,9.03597981173107e-07,0.000395840458466762,"Upregulated","AC010761.3"
"ENSG00000176083",16.9728339925269,4.06235717330459,1.06301596916157,3.8215391782954,0.000132621339153418,0.00555015751638845,"Upregulated","ZNF683"
"ENSG00000151224",11.4799927629495,4.05694605436622,1.12945170144584,3.5919606382219,0.000328199430432387,0.00843937691413892,"Upregulated","MAT1A"
"ENSG00000187513",5.77738119632394,4.00395797922656,1.43000019472332,2.79997023357138,0.00511073190994303,0.0375678611310594,"Upregulated","GJA4"
"ENSG00000177272",8.76778294327726,3.84588152848564,1.23924994982069,3.10339454041706,0.00191314405585839,0.0213612618831541,"Upregulated","KCNA3"
"ENSG00000229754",5.57283484494769,3.79694402919879,1.24296477594018,3.05474789205251,0.00225249779682019,0.0233821116602323,"Upregulated","CXCR2P1"
"ENSG00000167664",8.6591554075388,3.78654728338829,1.22224753191422,3.09801998737358,0.00194818288820375,0.0215931427470246,"Upregulated","TMIGD2"
"ENSG00000147206",7.4301261614698,3.78482758187277,1.1757935620508,3.21895586438774,0.00128658286336509,0.017213937568557,"Upregulated","NXF3"
"ENSG00000100450",20.6450783680958,3.74510366937036,1.25351342082173,2.98768533879382,0.00281098799228805,0.0265363612468486,"Upregulated","GZMH"
"ENSG00000198821",20.4561514518007,3.52498079124795,0.878299475755013,4.01341557014795,5.98464147946451e-05,0.00362782759054333,"Upregulated","CD247"
"ENSG00000066230",128.732162479234,3.36986107319323,0.683650910877182,4.92921316943675,8.2561451518812e-07,0.000377979532132773,"Upregulated","SLC9A3"
"ENSG00000115085",41.9816631305003,3.36668314658137,0.766163855808945,4.39420774166734,1.11177461589807e-05,0.00151522527095619,"Upregulated","ZAP70"
"ENSG00000134545",11.6272489536685,3.33779287881616,1.12125535844939,2.97683560989362,0.00291240126419549,0.0270087050705307,"Upregulated","KLRC1"
"ENSG00000279573",6.4591653897843,3.29588021546609,0.932194140206983,3.53561567629494,0.00040682608643268,0.00922958466618358,"Upregulated","AC134407.2"
"ENSG00000117560",19.833320314249,3.28964934452281,0.972262822839144,3.38349802877022,0.000715687212603399,0.0123526538693151,"Upregulated","FASLG"
"ENSG00000110169",11.4190611633745,3.26263481292562,0.898444051535473,3.63142791957903,0.000281857384064068,0.00775112182796282,"Upregulated","HPX"
"ENSG00000230710",22.7918853740048,3.23720044769269,1.19802996488572,2.70210307135472,0.00689023990933659,0.0453730732075248,"Upregulated","LINC00332"
"ENSG00000148408",7.83281407710531,3.23177128907219,1.15025876404505,2.80960370839272,0.00496025351837067,0.0369757623037406,"Upregulated","CACNA1B"
"ENSG00000188263",14.1460263651258,3.21674155524976,1.14351589420793,2.81302741093764,0.00490774673906073,0.0367661369104146,"Upregulated","IL17REL"
"ENSG00000102001",11.3985603632671,3.14821932281897,0.893806622809941,3.52226000845869,0.000427884259471938,0.00951951933497483,"Upregulated","CACNA1F"
"ENSG00000197893",14.3077827697607,3.14481297796193,0.920488628626386,3.41646043216724,0.000634408824434065,0.0116259840246637,"Upregulated","NRAP"
"ENSG00000100385",105.835796271894,3.10154147620772,0.772066744377656,4.01719346001336,5.88953723993888e-05,0.00360317646353857,"Upregulated","IL2RB"
"ENSG00000175773",6.24155010539105,3.08679086754056,1.10178297558769,2.80163238671761,0.00508447748451089,0.0374796879957996,"Upregulated","ZBTB44-DT"
"ENSG00000213512",10.90685604589,3.0769173750292,1.06737608380515,2.88269282187787,0.00394291733701644,0.032392305708353,"Upregulated","GBP7"
"ENSG00000100038",5.75588357524669,3.07441933683605,1.00831289630419,3.04907271156091,0.00229548915857937,0.0236350000740119,"Upregulated","TOP3B"
"ENSG00000184613",219.220796657629,3.05829960395601,0.80905072528075,3.7801085993647,0.000156759968929864,0.00594685910998053,"Upregulated","NELL2"
"ENSG00000102878",19.2909500580748,3.03020488393389,0.821203331803122,3.68995687983931,0.000224292067090637,0.00708140774046745,"Upregulated","HSF4"
